BnDRS_UND_0003,-1186.394
BnDRS_UND_0010,-1189.865
BnDRS_UND_0013,-1171.686
BnDRS_UND_0002,-1167.023
BnDRS_UND_0004,-1177.640
BnDRS_UND_0009,-1179.641
BnDRS_UND_0008,-1173.114
BnDRS_UND_0005,-1185.748
BnDRS_UND_0007,-1164.462
BnDRS_UND_0006,-1183.069
BnDRS_UND_0014,-1184.594
BnDRS_UND_0017,-1173.421
BnDRS_UND_0012,-1194.601
BnDRS_UND_0015,-1174.731
BnDRS_UND_0001,-1180.312
BnDRS_UND_0016,-1161.187
BnDRS_UND_0018,-1179.309
BnDRS_UND_0011,-1200.482
BnDRS_UND_0019,-1189.467
BnDRS_UND_0020,-1183.131
BnDRS_UND_0022,-1178.622
BnDRS_UND_0021,-1173.064
BnDRS_UND_0032,-1173.801
BnDRS_UND_0024,-1182.254
BnDRS_UND_0023,-1191.677
BnDRS_UND_0025,-1177.520
BnDRS_UND_0029,-1187.634
BnDRS_UND_0031,-1173.980
BnDRS_UND_0033,-1176.717
BnDRS_UND_0026,-1184.047
BnDRS_UND_0030,-1178.044
BnDRS_UND_0035,-1163.588
BnDRS_UND_0027,-1187.223
BnDRS_UND_0034,-1189.475
BnDRS_UND_0028,-1172.574
BnDRS_UND_0037,-1188.163
BnDRS_UND_0036,-1202.432
BnDRS_UND_0038,-1199.663
BnDRS_UND_0039,-1172.897
BnDRS_UND_0042,-1193.679
BnDRS_UND_0043,-1184.894
BnDRS_UND_0040,-1177.072
BnDRS_UND_0041,-1187.789
BnDRS_UND_0050,-1171.826
BnDRS_UND_0044,-1178.489
BnDRS_UND_0047,-1200.637
BnDRS_UND_0045,-1199.231
BnDRS_UND_0048,-1195.736
BnDRS_UND_0049,-1203.945
BnDRS_UND_0046,-1178.342
